,name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients,region
19182,bbq chicken pizza   california pizza kitchen style,372,50,181063,2006-02-11,"[7, 306, 80, 176, 83, 230, 189, 175, 98, 229, 315, 10, 202, 219, 55, 58, 45, 178, 59, 200, 101]","[677.3, 54.0, 86.0, 63.0, 110.0, 82.0, 10.0]",17,"['to make bbq chicken: in a large frying pan , cook the chicken in olive oil over medium-high heat until just cooked , 5 to 6 minutes', 'do not overcook', 'set aside in the refrigerator until chilled through', 'once chilled , coat the chicken with 2 tablespoons bbq sauce', 'set aside in the refrigerator', 'to make the pizza: place the pizza stone in the center of the oven and preheat to 500 degrees f for one hour before cooking pizzas', 'use a large spoon to spread cup bbq sauce evenly over the surface of the prepared dough within the rim', 'sprinkle 1 tablespoon smoked gouda cheese over the sauce', 'cover with cup shredded mozzarella', 'distribute half the chicken pieces evenly over the cheese', 'place approximately 18 to 20 pieces of red onion over the surface', 'sprinkle an additional cup mozzarella over the top of the pizza', 'transfer the pizza to the oven', 'bake until the crust is crisp and golden and the cheese at the center is bubbly , 8 to 10 minutes', 'when the pizza is cooked , carefully remove it from the oven', 'sprinkle 1 tablespoon cilantro over the hot surface', 'slice']","if you've ever been to the california pizza kitchen and tried this pizza, you'll never want to go back to the greasy east coast style...","[895, 587, 539, 273, 543, 465, 694, 267, 737]",9,north-american
19334,bbq pulled pork sandwiches,213,630,1535,2004-09-27,"[306, 80, 176, 230, 6, 174, 175, 222, 95, 82, 90, 251, 178, 101]","[306.9, 23.0, 73.0, 27.0, 29.0, 26.0, 8.0]",6,"['place the pork shoulder roast in the crockpot on low with 1 cup of water , basil and rosemary for about 8 hours', 'remove any skin or bone', 'pull the meat apart into small pieces , i use forks , and return it to the crock pot', 'add a bottle of bbq sauce and a little water and stir to coat', 'continue to cook on low for an hour or two', 'serve on hamburger buns with coleslaw']","this meal is one we always eat too much of. i recommend using sweet baby ray's or jack daniel's original bbq sauce. a good quality sauce makes a lot of difference. i serve it with my sweet, creamy coleslaw #100526.","[5, 101, 379, 751, 539]",5,
19345,bbq ribs,90,135,5811,2001-02-15,"[319, 306, 80, 176, 230, 197, 175, 222, 22, 91, 292, 90, 259, 167, 170, 178, 225, 101, 127, 5]","[1301.2, 160.0, 84.0, 51.0, 119.0, 191.0, 9.0]",10,"['place ribs in a large skillet', 'cover with salted water and bring to a boil', 'reduce heat and simmer over low heat for 1 hour , or until meat is tender , but not falling off the bone', 'melt the butter in a saucepan and saute the onion and garlic until the onion is tender', 'remove from heat and pour into a blender with all remaining ingeredients', 'puree for 1 minute , then pour back into saucepan', 'bring to a boil , then remove from heat', 'place the boiled ribs in a shallow dish and pour sauce over them', 'place in the refrigerator for at least 2 hours', 'barbeque ribs on an outdoor grill over moderately hot coals , basting with the sauce and turning often until well browned']","this is an excellent dish for a barbeque party. make the ribs in advance, and when your guests have arrived, all that's left is to grill them. you'll have them wondering how they got so tender and tasty so fast.","[469, 691, 495, 416, 101, 297, 316, 539, 454, 225, 708]",11,
19650,beans 101   beans and cornbread,59,270,185684,2005-12-05,"[306, 80, 176, 83, 230, 197, 189, 171, 135, 175, 270, 23, 10, 274, 169, 90, 279, 173, 168, 172, 166, 167, 148, 170, 178, 300, 253, 231, 261]","[185.0, 3.0, 15.0, 12.0, 28.0, 3.0, 9.0]",14,"['pick through beans to remove anything odd , rinse and place in a large bowl cover with 5 cups of water with 1 / 2 teaspoon salt , allow to soak overnight or use the quick soak method ,', 'drain and rinse beans , pour into a large stew pot', 'add broth and rest of the ingredients , bring to a boil on high stirring every couple of minutes', 'as soon as it reaches a boil reduce heat to a very slow simmer ,', ""simmer slowly for about 4 hours , stir occasionally and keeping a check on the liquid , it should remain soup like , water is used for any liquid additions but you shouldn't need to thin it , taste the juice often , mmm , they just keep getting better , if you want spicier hot beans add more red pepper , or your favorite"", 'about hour before serving , if the beans are not as soft as you like then turn up the heat to a slow boil with lid on unless you want to thicken the sauce , stir frequently until the beans are soft then return to the low simmer', 'before you are ready to serve , remove the hock , allow it to cool and remove the meat , skin and gristle from the bone , chop the meat up and add it back to the beans , discard the bone , skin , etc , also remove the bay leaf', 'taste again and re-season if you like', 'to serve , ladle beans into a bowl then ladle some bean juice into the bowl , i love these beans with warm buttered cornbread and skillet fried potatoes , leftover beans are just as good if not better the next day', '4 - 14 oz cans plus about 1 / 2 cup of water will be good', 'if you can get this with the lid on great , if not then adjust the lid until you can achieve this , sometimes i have to leave a slight opening in the lid , be sure to add water as necessary to keep it soup like', 'with this recipe you should not have to add any liquid', 'red beans and rice is a favorite for me , instead of using pinto beans use small red kidneys , keep the ham hock and add 1 / 2 to 1 pound of good smoked pork sausage such as andouille or kielbasa , serve in a bowl over cooked rice', ""hey , beans are simple and very versatile , don't let this recipe scare you , don't want onions , then leave them out , you want jalapeo peppers instead of bell pepper go for it , leave out the tomato sauce if you like , water instead of broth , well that is your loss but they are still good , unless you over-do the flavors it is hard to go wrong , this recipe is really just a guide on how to cook them , use whatever you prefer in them and enjoy""]","i was born and raised in the southern us, beans and cornbread are a staple here in the south, i have been eating beans ever since i was born i think, been making them longer than i can remember. there are so many ways to flavor beans and cook them. my father uses the same technique, but he uses water and onions, a little salt and that is it. my cousin just pours them into a pot and boils them for about an hour to an hour and a half and there done, no soaking, no onion, no anything but a little salt. but we all eat them with cornbread, whether poured over top of the cornbread in a bowl or like me, buttered cornbread on the side crumbling a little on top of the beans as i am eating them.","[33, 659, 807, 495, 867, 752, 677, 708, 720, 881, 889, 225]",12,north-american
19756,beautiful burger buns,229,135,68460,2004-01-09,"[306, 80, 176, 83, 230, 197, 189, 135, 35, 98, 10, 202, 144, 243, 97, 90, 74, 146, 325, 300, 101, 193, 5]","[248.3, 6.0, 25.0, 13.0, 13.0, 10.0, 15.0]",9,"['combine all the ingredients and mix and knead them together , by hand or by mixer , until you have a soft , smooth dough', 'place the dough in a lightly greased bowl , cover and let rise for 1 hour', 'divide the dough into 8 pieces and shape each piece into a flattened ball', ""place the buns on greased baking sheets , cover and let rise 30-40 minutes , until they're puffy"", 'preheat oven to 375', ""bake the buns for 12-15 minutes , until they're golden brown"", 'remove from oven and baking sheet and cool them on a rack', 'split and use for burgers or sandwiches', ""for burgers , butter the split sides and fry them , buttered side down , until they're golden brown and warmed through""]","hamburgers are so unbelievably good in these homemade buns. when you have some time on your hands, kick back and make these, you won't be sorry. this great recipe has a pedigree...i found it in the king arthur flour baker's companion and they attributite to bakingcircle.com where it was posted by ellen dill. thanks ellen dill!","[101, 691, 920, 582, 2, 225, 166, 452, 110]",9,north-american
19767,beauty parlor garlic bread,484,15,183964,2005-08-01,"[2, 306, 80, 230, 135, 6, 35, 95, 27, 90, 148]","[471.6, 21.0, 13.0, 31.0, 30.0, 39.0, 24.0]",21,"['buy a loaf of fresh french bread', ""you know- the kind that is piping hot everyday at your grocery baker at 4 o'clock every afternoon"", 'let cool and slice on the diagonal about 1 1 / 2 inches thick', 'try to make clean , straight slices', 'you want at least one side to have as flat of a side as possible', 'you should have eight slices', 'spread each slice on each side generously with butter', 'about 1 / 2 tablespoon butter per side', 'sprinkle each side with garlic powder to your taste', 'stack buttered slices together in stacks of two or four , depending on the size of your family unit', 'wrap in heavy foil and freeze', '________________________________________', 'when time to prepare- preheat a cookie sheet and oven to 425', 'take bread out of the freezer at the last moment and separate slices', 'you may at this time sprinkle on top some dried parsley , or oregano , or cheese or whatever strikes your fancy on this particular day if you wish', 'open oven door carefully and place the flattest side of each piece on preheated cookie sheet', 'be careful not to set yourself on fire', 'aqua net hair spray is terribly flammable', 'bake for 5-7 minutes and enjoy', 'the flat side will be toasted and the top side will be moist and buttery', 'i just have never tried it and always do it this way']","nothing beats fresh garlic bread right out of the oven, dears. but sometimes we spend too much time gossiping at the beauty parlor and time gets away from us. make these up ahead of time and have a handy cache of these ready for those days when your hair looks great, your nails are polished, and you must get straight to the phone to spread the juicy gossip you just heard.","[890, 691, 1000]",3,
19774,becca s tomato pie,222,50,14120,2003-08-13,"[7, 306, 80, 176, 83, 230, 197, 265, 315, 202, 292, 90, 259, 309, 101]","[338.6, 42.0, 15.0, 22.0, 13.0, 43.0, 5.0]",6,"['in a 350 degree oven , bake pie shell for 5 to 7 minutes', 'then-- layer the sliced tomatoes in the bottom of the pie shell', 'sprinkle salt& pepper to taste', 'crumble bacon on top of tomatoes', 'spread the cheese& mayonnaise mixture on top', 'cook in 350 degree oven for another 35-40 minutes until cheese is melted and browned']","becca of byron..my sister in law...shared this recipe with us. it is delicious! i love it...and hope that you will give it a try. if you like foods from the deep south, you will love this georgia ","[764, 372, 916, 360, 608, 250]",6,
19849,beef   bean khoresh  a persian beef stew,272,100,94272,2004-07-03,"[306, 80, 176, 83, 230, 197, 175, 23, 24, 287, 90, 173, 168, 166, 167, 136, 170, 178, 300, 253, 5]","[425.1, 37.0, 12.0, 16.0, 60.0, 33.0, 7.0]",12,"['in a large saucepan saute the onion in two tablespoons of the olive oil until golden', 'add stewing beef and cook for ten minutes more , until meat is browned on all sides', 'add the cumin , turmeric and cinnamon', 'cook for one minute , stirring , then add water and bring to a boil', 'cover and simmer over low heat for 45 minutes , stirring occasionally', 'heat remaining one tablespooon of oil in a small frying pan and saute parsley and chives about 2 minutes', 'add this mixture to the beef', 'also add the drained and rinsed kidney beans and lemon juice', 'season with salt and pepper', 'stir in one tablespoon flour whisked with a bit of hot water to thicken the stew a little', 'simmer uncovered for another 30 minutes , until meat is wonderfully tender', 'serve with rice']","this is simply lean beef and kidney beans in a delicious cinnamon and cumin-scented stew, with lots of parsley and chives and a splash of lemon juice. the unusual color is from turmeric, and it's best served with rice.","[587, 495, 263, 480, 913, 346, 101, 474, 570, 382, 454, 1001, 313]",13,
19979,beef and broccoli,56,32,27416,2004-01-15,"[7, 306, 176, 83, 230, 109, 24, 315, 14, 62, 290, 90, 168, 288, 167, 136, 170, 178, 37, 101, 193, 231, 261, 301]","[593.2, 60.0, 15.0, 52.0, 77.0, 46.0, 8.0]",12,"['in a mixing bowl , mix together soy sauce , pepper , sambal oelek , sesame oil and corn starch', 'add sliced beef , coat well and let marinate for 15 minutes', 'in a wok , heat 2 tablespoons of peanut oil until smoke begins to rise', 'add broccoli florets and salt , stir well', 'now add 1 / 2 cup of water , cover with a lid and cook on high heat for 3 - 4 minutes or until steam starts to escape from the edge of the lid', 'remove broccoli and any liquid to a bowl', 'reheat wok to high heat , add the remainder 2 tablespoons of peanut oil', 'when hot , add garlic and brown for 1 minute , stirring often', 'add sliced beef and marinade and stir-fry until the color of meat changes , about 1 minute', 'return broccoli and liquid to the wok and mix', 'stir-fry for 30 seconds', 'serve hot']",i learned to cook this recipe from stephen yan many years ago. he was famous for his television shows -wok with yan.,"[386, 703, 708, 381, 62, 642, 586, 322, 225, 101, 752]",11,asian
20064,beef and onion tater tot casserole,239,45,113941,2005-09-15,"[7, 306, 80, 230, 6, 52, 175, 202, 95, 199, 101]","[745.3, 67.0, 5.0, 64.0, 72.0, 72.0, 17.0]",12,"['in lightly greased 13x9-inch pan , break up hamburger evenly onto bottom of pan', 'lightly sprinkle with salt and pepper', ""gently press beef into pan but don't press hard"", ""you don't want it to be compact and come out hard"", 'evenly spread with soup , undiluted', 'top evenly with tater tots', ""you'll have just a few left over"", 'bake in 375 oven , uncovered , for 35 minutes', 'cool 5-10 minutes before serving', 'additions:', 'top beef with 1 can french-cut green beans , drained', 'top soup with sargento 4-blend mexican cheese , shredded , 2 cups']",i finally made this for dh the other night after hearing the (basic)recipe for years! only wish i had made it years ago! really good! (i make it a little bit different).,"[975, 894, 837, 156]",4,
